,total_perc_change,new_case_count_sum,religion,civic,charitable,fraternal,union,voteage,local,state,federal,politicalacts,ethnic,ethnichpn,education,incomeequal,employ,genderincome,language,commu,nonelder
"San Bernardino County, California",-0.147588269,25944,0.015686728,0.10866666,0.44182825,0.18959108,0.46419752,0.31803867,0.23202907,0.07632387,0.100931585,0.2539913,0.23590475,0.00179559,0.6384929,0.5091324,0.449827,0.09331417,0.5782268,0.93447036,0.9999914
"Evangeline Parish, Louisiana",-0.147104872,804,0.06929326,0.048899993,0.12465374,0.14869888,0.2074074,0.51817924,0.17726164,0.13931,0.08167847,0.14223513,0.41340727,0.9170736,0.42260695,0.4041096,0.39792386,0.076507986,0.76717633,0.5107318,0.9992807
"Lowndes County, Georgia",-0.146766199,2796,0.08153151,0.081499994,0.33795014,0.23605949,0.28148147,0.5452742,0.15875669,0.17670055,0.12503406,0.3091437,0.30517882,0.83036405,0.68839103,0.42465752,0.47750866,0.14054054,0.9311953,0.87336606,0.99981743
"Saginaw County, Michigan",-0.146721512,6531,0.049069945,0.10866666,0.3864266,0.30855018,0.61975306,0.5871776,0.14461645,0.06877569,0.06530237,0.4600871,0.48342168,0.71949816,0.6384929,0.46347034,0.37485582,0.06002152,0.94632596,0.8758903,0.9998628
"Stone County, Missouri",-0.146339832,989,0.07938779,0.06519999,0.3961219,0.1394052,0.54320985,0.6723947,0.10982916,0.048548814,0.064319216,0.32365748,0.6702489,0.93642485,0.52443993,0.5068493,0.39100346,0.19431615,0.9755977,0.7838319,0.9986366
"Strafford County, New Hampshire",-0.14616903,2904,0.01982394,0.10866666,0.37811634,0.32527882,0.39012346,0.62131035,0.17169356,0.08218502,0.11854111,0.61538464,0.85461324,0.93077517,0.71995926,0.5045662,0.61476356,0.07350618,0.92654145,0.93955487,0.9998186
"Livingston County, New York",-0.145141107,918,0.06308023,0.06519999,0.3462604,0.32527882,0.3728395,0.64415246,0.20187469,0.18460941,0.033888757,0.24528302,0.8559439,0.89386994,0.67107946,0.5776256,0.5374856,0.09973097,0.94979787,0.92095816,0.9996112
"Door County, Wisconsin",-0.145095803,244,0.11010429,0.09779999,0.47783932,0.38475835,0.40246913,0.67751116,0.18440323,0.047742818,0.023452291,0.37155297,0.90867037,0.9176459,0.69959265,0.53424656,0.5767012,0.13137889,0.95841485,0.91791034,0.99855185
"Humboldt County, California",-0.145082615,2147,0.06643498,0.09779999,0.5096953,0.25836432,0.51358026,0.6169165,0.2387911,0.16775191,0.10220273,0.31204644,0.59544885,0.6656184,0.7830957,0.39269406,0.47866204,0.015728354,0.9038252,0.93104666,0.99980676
"Nelson County, Kentucky",-0.143697926,672,0.0832096,0.081499994,0.23822714,0.2992565,0.3530864,0.5453012,0.12270527,0.08663443,0.052302543,0.35123366,0.82115173,0.9248953,0.6354379,0.543379,0.5374856,0.05191213,0.96937007,0.90906614,0.99947566
"Pickaway County, Ohio",-0.143270621,671,0.06480694,0.06519999,0.33518004,0.330855,0.28395063,0.5987715,0.19307502,0.10079552,0.04496099,0.44412193,0.85044646,0.9558034,0.5315682,0.5890411,0.44867358,0.07846761,0.982317,0.8895372,0.9995609
"Mono County, California",-0.142933548,135,0.052570563,0.081499994,0.6357341,0.24349442,0.5358025,0.45774996,0.2542221,0.051300753,0.13764608,0.29753265,0.57951987,0.24888533,0.7423625,0.55707765,0.7047289,0.006446362,0.7491087,0.9103887,0.9985245
"Gasconade County, Missouri",-0.142912392,264,0.21157198,0.048899993,0.29639888,0.2881041,0.3802469,0.6289117,0.18249543,0.075518675,0.028674724,0.26124817,0.9449354,0.96611947,0.51731163,0.56392694,0.5051903,0.094258726,0.9684737,0.90777844,0.9976629
"Jessamine County, Kentucky",-0.14289239,740,0.04993645,0.06519999,0.52216065,0.27137548,0.4888889,0.53832525,0.12731846,0.13017955,0.06229515,0.33236575,0.845126,0.89603925,0.6629328,0.4018265,0.5870819,0.001595497,0.95577526,0.91299075,0.9995466
"Oxford County, Maine",-0.142387651,1399,0.10078325,0.081499994,0.61772853,0.36431226,0.61975306,0.6305754,0.1857818,0.05086705,0.061608583,0.41219157,0.93341774,0.9571964,0.54276985,0.5114155,0.45905423,0.036019385,0.9597676,0.9628116,0.99947053
"Clinton County, Ohio",-0.141362926,508,0.09399605,0.048899993,0.30470914,0.34200743,0.34814814,0.57817316,0.18218595,0.05632806,0.044955067,0.26269957,0.86035335,0.93964165,0.7148676,0.5273973,0.5028835,0.085766435,0.97300607,0.87386245,0.9994131
"Olmsted County, Minnesota",-0.139864805,1705,0.04056258,0.09779999,0.3961219,0.34758365,0.38518518,0.50861573,0.11378946,0.040393427,0.047119543,0.3628447,0.6986996,0.84707105,0.66904277,0.4954338,0.6920415,0.026946068,0.87249416,0.9033696,0.9998393
"Licking County, Ohio",-0.13957762,1798,0.055858396,0.081499994,0.37811634,0.3494424,0.4617284,0.5718766,0.16800758,0.06259658,0.10119983,0.25108853,0.844131,0.94689673,0.6476579,0.5273973,0.5628604,0.087631345,0.96741676,0.9197702,0.9998504
"Black Hawk County, Iowa",-0.139290434,1993,0.06230135,0.10866666,0.4099723,0.32899627,0.36049384,0.60068417,0.13305178,0.13626556,0.03883174,0.46879536,0.67164814,0.86524004,0.7118126,0.47260273,0.57208765,0.067776084,0.92623824,0.8472382,0.99979895
"Blair County, Pennsylvania",-0.13854602,2805,0.0982648,0.10866666,0.36842105,0.34386617,0.3506173,0.6352959,0.10872444,0.094032675,0.07521269,0.31930333,0.9081518,0.96162534,0.64460284,0.46118724,0.5040369,0.08997774,0.971483,0.9422942,0.9997502
"Walton County, Georgia",-0.138392454,1462,0.05751948,0.048899993,0.33518004,0.31598514,0.38271606,0.51441896,0.22560908,0.055197746,0.06249334,0.25834543,0.5680218,0.88031447,0.5529532,0.543379,0.5628604,0.4482475,0.94390815,0.9248429,0.99972975
"Tattnall County, Georgia",-0.138235502,415,0.13123849,0.04346666,0.17174515,0.12825279,0.27901235,0.5410555,0.14857322,0.2568282,0.12601732,0.3222061,0.3631466,0.64771163,0.2586558,0.46803653,0.36793542,0.10559517,0.88466436,0.81782633,0.9990868
"Orangeburg County, South Carolina",-0.137408458,1323,0.15753834,0.081499994,0.3102493,0.35315984,0.31111112,0.590858,0.16304745,0.16235648,0.05433031,0.29898402,0.35809284,0.93036157,0.59572303,0.36301368,0.34717417,0.08738178,0.96620226,0.71119964,0.99970263
"Mason County, Michigan",-0.137284769,930,0.11330003,0.05976666,0.34487534,0.2992565,0.4419753,0.6195828,0.19918515,0.08641495,0.057110757,0.31785196,0.8967121,0.8507113,0.61405295,0.4954338,0.4544406,0.007032275,0.948322,0.8972256,0.9987996
"Androscoggin County, Maine",-0.136960035,3548,0.024292868,0.10866666,0.3434903,0.32713756,0.39012346,0.5972782,0.14714247,0.053140372,0.060500346,0.31785196,0.83624893,0.93875146,0.64867616,0.5273973,0.5455594,0.04273212,0.86254674,0.9155926,0.9997553
"Thurston County, Washington",-0.136291342,4930,0.029731225,0.10866666,0.4903047,0.31784385,0.4271605,0.57013583,0.16818649,0.40744224,0.18891706,0.26124817,0.6086917,0.7522289,0.72708756,0.543379,0.5282584,0.042889953,0.8959,0.9322228,0.9998973
"Polk County, Oregon",-0.135719268,1324,0.05262024,0.06519999,0.2631579,0.26579925,0.38271606,0.53093874,0.22191024,0.24841549,0.07764756,0.30043542,0.7005917,0.5913832,0.7413442,0.53652966,0.4936563,0.05756694,0.87642103,0.93909824,0.9996179
"Yuma County, Arizona",-0.134381414,1179,0.022636082,0.081499994,0.26592797,0.01858736,0.1382716,0.27701932,0.20005123,0.09309768,0.29104844,0.1582003,0.47531104,0.027468562,0.592668,0.5068493,0.3587082,0.098419785,0.4768154,0.8310685,0.9998499
"Lake County, Florida",-0.134332765,11694,0.04967877,0.09236666,0.4238227,0.39591077,0.34567901,0.5933129,0.19595641,0.03885861,0.059461117,0.45863572,0.61111623,0.5974187,0.59063137,0.48858446,0.42214534,0.06820381,0.877309,0.92778975,0.99985504
"Montgomery County, Texas",-0.133613698,13822,0.023561569,0.10866666,0.41135734,0.29553902,0.36790124,0.4130245,0.15624796,0.054357607,0.04962671,0.777939,0.683879,0.375013,0.6089613,0.42237443,0.5893887,0.0902313,0.8082118,0.8959655,0.9999521
"Manitowoc County, Wisconsin",-0.133533418,619,0.042843193,0.07606666,0.30193907,0.37174723,0.43209878,0.6064713,0.14911972,0.024837008,0.018661914,0.33236575,0.8650973,0.88887125,0.63034624,0.56392694,0.59169555,0.13197058,0.94080156,0.9481077,0.999635
"Weld County, Colorado",-0.132558582,8447,0.029306319,0.10866666,0.2465374,0.25836432,0.32098764,0.4394633,0.1720511,0.071153395,0.06376248,0.26995647,0.7049879,0.19280088,0.66496944,0.5114155,0.61245674,0.048227787,0.80331445,0.874553,0.9999245
"Haywood County, North Carolina",-0.13245753,884,0.15177271,0.07606666,0.21052632,0.2267658,0.2691358,0.6487297,0.17449872,0.097737215,0.050186742,0.21770681,0.8928065,0.87885207,0.5549898,0.47260273,0.49019605,0.08342302,0.9592296,0.89502484,0.9993371
"Edgar County, Illinois",-0.132387358,227,0.17184284,0.048899993,0.37811634,0.3457249,0.3506173,0.62006176,0.14725342,0.099219754,0.05385806,0.28447026,0.9487464,0.96390224,0.56313646,0.51369864,0.4913495,0.039866447,0.98009807,0.8598826,0.9982297
"Rutland County, Vermont",-0.131532779,929,0.085503764,0.09779999,0.16343491,0.1747212,0.27901235,0.6596721,0.16712375,0.097023435,0.043934055,0.33671987,0.9296385,0.95523167,0.6751527,0.5045662,0.55594003,0.02234757,0.96400744,0.92892027,0.99950355
"Pulaski County, Kentucky",-0.131312273,1315,0.1611669,0.05433333,0.30747923,0.302974,0.34074074,0.6063637,0.15234964,0.13313991,0.08595204,0.11465893,0.89721906,0.92471105,0.51527494,0.33789957,0.4209919,0.06782681,0.98100907,0.8262192,0.9995195
"St. Martin Parish, Louisiana",-0.131151365,1663,0.013354556,0.05433333,0.5041551,0.2732342,0.6074074,0.54222596,0.16258748,0.07693687,0.0650658,0.36139333,0.38681233,0.9238598,0.57942975,0.43150687,0.5005767,0.1337192,0.75854576,0.83708143,0.99955565
"Crittenden County, Arkansas",-0.131017085,847,0.08391232,0.05433333,0.25623268,0.20817845,0.28148147,0.4926025,0.16113067,0.120454766,0.078151315,0.2539913,0.30541503,0.9198926,0.54887986,0.4086758,0.42445216,0.007024169,0.9751824,0.8313275,0.99958974
"Carroll County, Maryland",-0.13077203,1873,0.039216597,0.09779999,0.57479227,0.35315984,0.6962963,0.56037444,0.19756393,0.06309307,0.21009423,0.43541363,0.83107424,0.9046647,0.72199595,0.5913242,0.6655133,0.1956104,0.94612455,0.9545472,0.9998535
"Washington County, Utah",-0.130310578,2569,0.11679633,0.07606666,0.44875348,0.34200743,0.53333336,0.4356006,0.15402341,0.060106225,0.0653894,0.38751814,0.797506,0.66807425,0.72301424,0.54109585,0.4878893,0.10118395,0.8976793,0.9454942,0.9997806
"Iron County, Utah",-0.13025256,1541,0.15151064,0.06519999,0.5249308,0.3866171,0.30617285,0.45823434,0.181026,0.18899874,0.08092865,0.39332366,0.8338239,0.7327824,0.7739307,0.57990867,0.50865054,0.106254995,0.9309165,0.9223664,0.99959064
"Morgan County, Illinois",-0.130202169,633,0.098070465,0.07606666,0.3836565,0.330855,0.40987656,0.6320706,0.1458356,0.18939845,0.035855886,0.26415095,0.7956883,0.9239749,0.6191446,0.49086756,0.51557094,0.104984164,0.97445,0.87636983,0.99916226
"Baker County, Oregon",-0.129913634,480,0.14309423,0.07063332,0.43074793,0.34758365,0.2765432,0.64173275,0.17270118,0.13365014,0.18235253,0.33091438,0.8832313,0.8776729,0.4429735,0.44520545,0.38408306,0.055232227,0.990119,0.9062452,0.9975778
"Campbell County, Virginia",-0.129385345,1092,0.10122248,0.07606666,0.30193907,0.330855,0.38271606,0.6194572,0.12810168,0.09264243,0.042299587,0.28156748,0.6199279,0.93165565,0.66496944,0.5479452,0.55709344,0.12992698,0.97527,0.916999,0.9994597
"Martin County, Florida",-0.128851882,3990,0.028480459,0.09779999,0.60387814,0.42007434,0.34814814,0.614735,0.17630382,0.039478697,0.044631083,0.1640058,0.721169,0.5996845,0.58350307,0.30365294,0.39792386,0.04249233,0.8538892,0.905982,0.9996758
"Centre County, Pennsylvania",-0.128719375,3746,0.061428796,0.09779999,0.47368422,0.2732342,0.38518518,0.6627135,0.10896194,0.24210848,0.05201302,0.7329463,0.747272,0.908515,0.6822811,0.4063927,0.5051903,0.043871045,0.9043437,0.8456954,0.9998637
"Kennebec County, Maine",-0.128329979,2881,0.056421377,0.10866666,0.38088644,0.32342008,0.45925927,0.6325822,0.15707439,0.1704841,0.11506754,0.32946298,0.9149895,0.9503391,0.6384929,0.5068493,0.550173,0.017084122,0.9418753,0.8990593,0.99976104
"Cole County, Missouri",-0.128322598,2182,0.05973506,0.09779999,0.40443215,0.30855018,0.44938272,0.5772347,0.10803882,0.46068108,0.07819316,0.3497823,0.6468099,0.90979135,0.6873727,0.5479452,0.6170703,0.028639376,0.95070004,0.7867597,0.999689
"Ada County, Idaho",-0.127801312,8506,0.03622687,0.10866666,0.47368422,0.29739776,0.40987656,0.509046,0.11405494,0.11827093,0.10639393,0.44412193,0.8044795,0.74738383,0.73319757,0.47945207,0.6020761,0.037377536,0.90620214,0.89605635,0.99994755
"Elkhart County, Indiana",-0.127342966,4246,0.07920893,0.10866666,0.31440443,0.30483273,0.40493828,0.43199056,0.12594852,0.03775625,0.02422619,0.27866474,0.63811064,0.53216416,0.4490835,0.4954338,0.54901963,0.12671459,0.8201055,0.88052505,0.9998888
"Lewis County, New York",-0.127076008,717,0.14364551,0.06519999,0.3033241,0.3494424,0.50617284,0.57386065,0.30259115,0.11007968,0.106443696,0.10885341,0.94343054,0.9527499,0.5234216,0.5684931,0.5282584,0.07857287,0.96862227,0.96381575,0.9989975
"Douglas County, Georgia",-0.126788887,2819,0.03522846,0.08693332,0.31717452,0.23791821,0.3234568,0.44624743,0.18235727,0.06980121,0.12603556,0.27721336,0.308964,0.7203994,0.5967413,0.5730593,0.5340254,0.028611839,0.8924399,0.88136786,0.9998684
"Bell County, Texas",-0.126350936,6709,0.044612147,0.09779999,0.35180056,0.24535316,0.28395063,0.4601712,0.19854611,0.09598525,0.36995655,0.43686503,0.3363626,0.34076416,0.7576375,0.5045662,0.4509804,0.063914955,0.8158963,0.8873776,0.99994195
"Bulloch County, Georgia",-0.124659601,1035,0.05560649,0.081499994,0.27562326,0.19516729,0.17037037,0.6171718,0.15741009,0.30681172,0.06419059,0.62554425,0.38802063,0.8712921,0.7739307,0.3812785,0.46251443,0.10660356,0.9372623,0.8911608,0.99973994
"Gregg County, Texas",-0.124637503,1573,0.12329826,0.10323332,0.5512465,0.20817845,0.61728394,0.47190705,0.158838,0.062848985,0.03018679,0.35703918,0.40110344,0.49001676,0.62118125,0.42465752,0.5432526,0.13353056,0.8446177,0.8539211,0.9997906
"El Paso County, Colorado",-0.12400396,23447,0.020005492,0.10866666,0.47368422,0.26951674,0.4074074,0.5091565,0.16911466,0.05223425,0.22757396,0.46153846,0.5603335,0.50546455,0.7240326,0.49086756,0.5397924,0.036120474,0.8797109,0.8579449,0.9999672
"Greenwood County, South Carolina",-0.123781097,1232,0.13455828,0.081499994,0.19529086,0.19888476,0.24691358,0.5543597,0.13515343,0.14638573,0.049305215,0.1640058,0.3436228,0.8090332,0.5712831,0.41324198,0.44405997,0.113007605,0.933002,0.8872599,0.9996009
"Franklin County, New York",-0.123063446,369,0.06951704,0.08693332,0.4265928,0.2472119,0.4074074,0.61843693,0.2900767,0.29263604,0.08719644,0.4862119,0.62409383,0.87264496,0.5692464,0.51369864,0.41983852,0.07329267,0.91108954,0.87719196,0.9995053
"Fannin County, Georgia",-0.122577159,399,0.15000819,0.048899993,0.20775624,0.23791821,0.34814814,0.6727599,0.21160316,0.07372696,0.058539145,0.16110305,0.91790694,0.9367571,0.6466395,0.47031963,0.40138412,0.06744313,0.9584267,0.8610539,0.998353
"Ionia County, Michigan",-0.122263106,2242,0.06295184,0.06519999,0.5055402,0.40520447,0.33827162,0.5667941,0.10884278,0.1581997,0.056335997,0.41509435,0.77124405,0.8412869,0.610998,0.56392694,0.41868514,0.11203146,0.95578283,0.8620697,0.9996636
"Benton County, Oregon",-0.121910192,1135,0.041883662,0.09779999,0.55263156,0.2639405,0.4074074,0.61773,0.1526667,0.31341797,0.08353003,0.7648766,0.71420527,0.76890844,0.7759674,0.39497715,0.5374856,0.001125574,0.8850283,0.8804866,0.9997301
"Chittenden County, Vermont",-0.121216447,2574,0.02886742,0.10866666,0.6163435,0.24907063,0.54567903,0.62087625,0.1256648,0.102689095,0.08948074,0.6777939,0.8229748,0.93064517,0.709776,0.47488582,0.66320646,0.038737297,0.91157365,0.9454127,0.99986035
"Tippecanoe County, Indiana",-0.120557697,3422,0.028838746,0.10323332,0.24238227,0.25650558,0.3580247,0.53211105,0.13020337,0.28293195,0.03833642,0.18432511,0.6657078,0.73466,0.74032587,0.41780823,0.52595156,0.016226232,0.86193466,0.88784915,0.99989533
"Rice County, Minnesota",-0.120516183,1493,0.048823133,0.09236666,0.47506925,0.33643124,0.3037037,0.53330386,0.14929408,0.08600498,0.04448532,0.27721336,0.79270625,0.71494865,0.71283096,0.5958904,0.62168396,0.1667924,0.88625443,0.93417066,0.99964446
"Cascade County, Montana",-0.120288338,1969,0.06921857,0.10323332,0.4099723,0.31040892,0.33333334,0.6015546,0.15558025,0.06073551,0.31791183,0.3846154,0.7481518,0.86950827,0.7209776,0.4977169,0.52595156,0.06908119,0.9487859,0.8405253,0.99965024
"Stark County, North Dakota",-0.120092327,600,0.100484334,0.07606666,0.23961219,0.29553902,0.47654322,0.61467034,0.15589274,0.11016159,0.069690034,0.1567489,0.8880773,0.93352807,0.68839103,0.5091324,0.6770473,0.2070589,0.9452017,0.9352187,0.9988003
"Habersham County, Georgia",-0.119011475,339,0.11506689,0.081499994,0.5706371,0.4126394,0.31851852,0.5129844,0.19388053,0.092796095,0.04752092,0.46298984,0.69802964,0.5854353,0.6293279,0.46803653,0.43829295,0.06412953,0.87708944,0.89313203,0.9993357
"Rowan County, North Carolina",-0.118761707,2895,0.10422207,0.08693332,0.31440443,0.36245352,0.45925927,0.535987,0.13150954,0.10083014,0.08817021,0.33236575,0.5043958,0.73572433,0.6059063,0.48173517,0.47981545,0.13889152,0.9145222,0.8726955,0.99980515
"Wilcox County, Alabama",-0.118501871,100,0.42412323,0.032599997,0.19806094,0.22490707,0.4074074,0.5382728,0.19207457,0.109004736,0.059834834,0.1712627,0.48052275,0.98904115,0.5641548,0.32876712,0.003460209,0.00034523,0.99250615,0.74178964,0.997825
"Calhoun County, Michigan",-0.11795853,4690,0.06372789,0.08693332,0.30886427,0.3197026,0.39753085,0.557351,0.1270167,0.06006965,0.13342686,0.28592163,0.6137974,0.8334455,0.65478617,0.48173517,0.43483275,0.08847767,0.9368245,0.9238965,0.9998034
"Yavapai County, Arizona",-0.117721925,3224,0.053356025,0.10866666,0.4930748,0.2843866,0.4814815,0.619609,0.16907966,0.057270035,0.083519496,0.32656023,0.77165663,0.54451716,0.6395112,0.43835616,0.43367937,0.011322618,0.8837033,0.8977683,0.99979794
"Campbell County, Tennessee",-0.117490088,439,0.09985173,0.06519999,0.1869806,0.18959108,0.3506173,0.62421775,0.22689395,0.061175473,0.09491253,0.16835994,0.94592243,0.9558921,0.47759676,0.43150687,0.3148789,0.023208678,0.981787,0.7896067,0.999202
"White County, Arkansas",-0.117240354,2399,0.16647987,0.09236666,0.38227147,0.36802974,0.4345679,0.5743919,0.14598325,0.106101446,0.065699175,0.30043542,0.7979871,0.86566895,0.6894094,0.43378997,0.49596307,0.10593122,0.96321654,0.897781,0.99965703
"Albemarle County, Virginia",-0.117136249,975,0.04996522,0.08693332,0.58864266,0.32342008,0.4814815,0.5557826,0.16060594,0.2940096,0.08579593,0.6357039,0.59149337,0.8115521,0.67922604,0.37671232,0.59746253,0.01894623,0.8828458,0.89119136,0.99973667
"Pinal County, Arizona",-0.117087774,9814,0.017603405,0.10323332,0.49861497,0.38475835,0.39753085,0.45303357,0.23128949,0.111437604,0.12445438,0.33962265,0.42465162,0.17847162,0.5712831,0.5684931,0.4209919,0.07433945,0.7571015,0.8519748,0.99991906
"Walton County, Florida",-0.116758598,1736,0.13018908,0.07063332,0.39058173,0.3345725,0.44444445,0.6120734,0.2111755,0.062785685,0.12430018,0.44992742,0.6951653,0.82254803,0.54887986,0.36986303,0.4544406,0.02351141,0.92667896,0.8276398,0.999431
"Davis County, Utah",-0.116532084,6785,0.11356359,0.09236666,0.47783932,0.2992565,0.44691357,0.39063582,0.16833882,0.092654355,0.31172255,0.41219157,0.79037035,0.7074666,0.74745417,0.5958904,0.6401384,0.10242987,0.9070392,0.9519243,0.9999462
"Sandoval County, New Mexico",-0.116445298,1714,0.02388841,0.09236666,0.44598338,0.33271375,0.44691357,0.514915,0.19106618,0.10269585,0.23186933,0.25689405,0.37943518,0.09955925,0.6863544,0.520548,0.55132645,0.05919534,0.696252,0.8757345,0.9998085
"Charlotte County, Florida",-0.116122593,4201,0.020686807,0.081499994,0.599723,0.49256507,0.28641975,0.69935966,0.19656563,0.049330637,0.05323451,0.5283019,0.7621388,0.79212594,0.65784115,0.48630136,0.2802768,0.079974234,0.9033248,0.9126436,0.9996396
"Peoria County, Illinois",-0.11595739,6655,0.061220564,0.10323332,0.5872576,0.14684016,0.75061727,0.5571373,0.12985356,0.05385864,0.0650428,0.34542817,0.4803896,0.86401135,0.6771894,0.39041096,0.5374856,0.10894239,0.93219674,0.871608,0.99985963
